query_id	subject_id	percent_identity	alignment_length	matches
dual_1835	amp_9363	92.59	29	25.0
dual_1835	amp_9365	92.59	29	25.0
dual_1835	amp_9366	96.3	28	26.0
dual_1835	amp_9367	92.59	29	25.0
dual_1835	amp_9369	92.59	29	25.0
dual_1835	amp_9396	92.59	29	25.0
dual_1835	amp_9426	92.59	29	25.0
dual_1835	amp_9456	92.59	29	25.0
dual_1835	amp_9471	92.59	29	25.0
dual_1835	amp_9477	92.59	29	25.0
dual_1835	amp_9480	92.59	29	25.0
dual_1835	amp_9483	92.59	29	25.0
dual_1835	amp_9485	92.59	29	25.0
dual_1835	amp_9486	96.3	28	26.0
dual_1835	amp_9487	92.59	29	25.0
dual_1835	amp_9489	92.59	29	25.0
dual_1835	amp_9516	92.59	29	25.0
dual_1835	amp_9546	92.59	29	25.0
dual_1835	amp_9561	92.59	29	25.0
dual_1835	amp_9567	92.59	29	25.0
dual_1835	amp_9570	92.59	29	25.0
dual_1835	amp_9573	92.59	29	25.0
dual_1835	amp_9575	92.59	29	25.0
dual_1835	amp_9576	96.3	28	26.0
dual_1835	amp_9577	92.59	29	25.0
dual_1835	amp_9579	92.59	29	25.0
dual_1835	amp_9582	92.59	29	25.0
dual_1835	amp_9585	92.59	29	25.0
dual_1835	amp_9588	92.59	29	25.0
dual_1835	amp_9590	92.59	29	25.0
dual_1835	amp_9591	96.3	28	26.0
dual_1835	amp_9592	92.59	29	25.0
dual_1835	amp_9594	92.59	29	25.0
dual_1835	amp_9596	92.59	29	25.0
dual_1835	amp_9597	96.3	28	26.0
dual_1835	amp_9598	92.59	29	25.0
dual_1835	amp_9599	92.59	29	25.0
dual_1835	amp_9600	96.3	28	26.0
dual_1835	amp_9601	92.59	29	25.0
dual_1835	amp_9602	92.59	29	25.0
dual_1835	amp_9603	96.3	28	26.0
dual_1835	amp_9604	92.59	29	25.0
dual_1835	amp_9605	96.3	28	26.0
dual_1835	amp_9606	100.0	27	27.0
dual_1835	amp_9607	96.3	28	26.0
dual_1835	amp_9608	92.59	29	25.0
dual_1835	amp_9609	96.3	28	26.0
dual_1835	amp_9610	92.59	29	25.0
dual_1835	amp_9621	92.59	29	25.0
dual_1835	amp_9627	92.59	29	25.0
dual_1835	amp_9630	92.59	29	25.0
dual_1835	amp_9633	92.59	29	25.0
dual_1835	amp_9635	92.59	29	25.0
dual_1835	amp_9636	96.3	28	26.0
dual_1835	amp_9637	92.59	29	25.0
dual_1835	amp_9639	92.59	29	25.0
dual_1835	amp_9651	92.59	29	25.0
dual_1835	amp_9657	92.59	29	25.0
dual_1835	amp_9660	92.59	29	25.0
dual_1835	amp_9663	92.59	29	25.0
dual_1835	amp_9665	92.59	29	25.0
dual_1835	amp_9666	96.3	28	26.0
dual_1835	amp_9667	92.59	29	25.0
dual_1835	amp_9669	92.59	29	25.0
dual_1836	amp_9337	92.59	29	25.0
dual_1836	amp_9352	92.59	29	25.0
dual_1836	amp_9358	92.59	29	25.0
dual_1836	amp_9361	92.59	29	25.0
dual_1836	amp_9364	92.59	29	25.0
dual_1836	amp_9365	92.59	29	25.0
dual_1836	amp_9366	92.59	29	25.0
dual_1836	amp_9367	96.3	28	26.0
dual_1836	amp_9370	92.59	29	25.0
dual_1836	amp_9397	92.59	29	25.0
dual_1836	amp_9427	92.59	29	25.0
dual_1836	amp_9457	92.59	29	25.0
dual_1836	amp_9472	92.59	29	25.0
dual_1836	amp_9478	92.59	29	25.0
dual_1836	amp_9481	92.59	29	25.0
dual_1836	amp_9484	92.59	29	25.0
dual_1836	amp_9485	92.59	29	25.0
dual_1836	amp_9486	92.59	29	25.0
dual_1836	amp_9487	96.3	28	26.0
dual_1836	amp_9490	92.59	29	25.0
dual_1836	amp_9517	92.59	29	25.0
dual_1836	amp_9547	92.59	29	25.0
dual_1836	amp_9562	92.59	29	25.0
dual_1836	amp_9568	92.59	29	25.0
dual_1836	amp_9571	92.59	29	25.0
dual_1836	amp_9574	92.59	29	25.0
dual_1836	amp_9575	92.59	29	25.0
dual_1836	amp_9576	92.59	29	25.0
dual_1836	amp_9577	96.3	28	26.0
dual_1836	amp_9580	92.59	29	25.0
dual_1836	amp_9583	92.59	29	25.0
dual_1836	amp_9586	92.59	29	25.0
dual_1836	amp_9589	92.59	29	25.0
dual_1836	amp_9590	92.59	29	25.0
dual_1836	amp_9591	92.59	29	25.0
dual_1836	amp_9592	96.3	28	26.0
dual_1836	amp_9595	92.59	29	25.0
dual_1836	amp_9596	92.59	29	25.0
dual_1836	amp_9597	92.59	29	25.0
dual_1836	amp_9598	96.3	28	26.0
dual_1836	amp_9599	92.59	29	25.0
dual_1836	amp_9600	92.59	29	25.0
dual_1836	amp_9601	96.3	28	26.0
dual_1836	amp_9602	92.59	29	25.0
dual_1836	amp_9603	92.59	29	25.0
dual_1836	amp_9604	96.3	28	26.0
dual_1836	amp_9605	96.3	28	26.0
dual_1836	amp_9606	96.3	28	26.0
dual_1836	amp_9607	100.0	27	27.0
dual_1836	amp_9608	92.59	29	25.0
dual_1836	amp_9609	92.59	29	25.0
dual_1836	amp_9610	96.3	28	26.0
dual_1836	amp_9622	92.59	29	25.0
dual_1836	amp_9628	92.59	29	25.0
dual_1836	amp_9631	92.59	29	25.0
dual_1836	amp_9634	92.59	29	25.0
dual_1836	amp_9635	92.59	29	25.0
dual_1836	amp_9636	92.59	29	25.0
dual_1836	amp_9637	96.3	28	26.0
dual_1836	amp_9640	92.59	29	25.0
dual_1836	amp_9652	92.59	29	25.0
dual_1836	amp_9658	92.59	29	25.0
dual_1836	amp_9661	92.59	29	25.0
dual_1836	amp_9664	92.59	29	25.0
dual_1836	amp_9665	92.59	29	25.0
dual_1836	amp_9666	92.59	29	25.0
dual_1836	amp_9667	96.3	28	26.0
dual_1837	amp_9338	92.59	29	25.0
dual_1837	amp_9353	92.59	29	25.0
dual_1837	amp_9356	92.59	29	25.0
dual_1837	amp_9359	92.59	29	25.0
dual_1837	amp_9362	92.59	29	25.0
dual_1837	amp_9365	92.59	29	25.0
dual_1837	amp_9368	96.3	28	26.0
dual_1837	amp_9369	92.59	29	25.0
dual_1837	amp_9370	92.59	29	25.0
dual_1837	amp_9398	92.59	29	25.0
dual_1837	amp_9428	92.59	29	25.0
dual_1837	amp_9458	92.59	29	25.0
dual_1837	amp_9473	92.59	29	25.0
dual_1837	amp_9476	92.59	29	25.0
dual_1837	amp_9479	92.59	29	25.0
dual_1837	amp_9482	92.59	29	25.0
dual_1837	amp_9485	92.59	29	25.0
dual_1837	amp_9488	96.3	28	26.0
dual_1837	amp_9489	92.59	29	25.0
dual_1837	amp_9490	92.59	29	25.0
dual_1837	amp_9518	92.59	29	25.0
dual_1837	amp_9548	92.59	29	25.0
dual_1837	amp_9563	92.59	29	25.0
dual_1837	amp_9566	92.59	29	25.0
dual_1837	amp_9569	92.59	29	25.0
dual_1837	amp_9572	92.59	29	25.0
dual_1837	amp_9575	92.59	29	25.0
dual_1837	amp_9578	96.3	28	26.0
dual_1837	amp_9579	92.59	29	25.0
dual_1837	amp_9580	92.59	29	25.0
dual_1837	amp_9581	92.59	29	25.0
dual_1837	amp_9584	92.59	29	25.0
dual_1837	amp_9587	92.59	29	25.0
dual_1837	amp_9590	92.59	29	25.0
dual_1837	amp_9593	96.3	28	26.0
dual_1837	amp_9594	92.59	29	25.0
dual_1837	amp_9595	92.59	29	25.0
dual_1837	amp_9596	96.3	28	26.0
dual_1837	amp_9597	92.59	29	25.0
dual_1837	amp_9598	92.59	29	25.0
dual_1837	amp_9599	96.3	28	26.0
dual_1837	amp_9600	92.59	29	25.0
dual_1837	amp_9601	92.59	29	25.0
dual_1837	amp_9602	96.3	28	26.0
dual_1837	amp_9603	92.59	29	25.0
dual_1837	amp_9604	92.59	29	25.0
dual_1837	amp_9605	96.3	28	26.0
dual_1837	amp_9606	92.59	29	25.0
dual_1837	amp_9607	92.59	29	25.0
dual_1837	amp_9608	100.0	27	27.0
dual_1837	amp_9609	96.3	28	26.0
dual_1837	amp_9610	96.3	28	26.0
dual_1837	amp_9623	92.59	29	25.0
dual_1837	amp_9626	92.59	29	25.0
dual_1837	amp_9629	92.59	29	25.0
dual_1837	amp_9632	92.59	29	25.0
dual_1837	amp_9635	92.59	29	25.0
dual_1837	amp_9638	96.3	28	26.0
dual_1837	amp_9639	92.59	29	25.0
dual_1837	amp_9640	92.59	29	25.0
dual_1837	amp_9653	92.59	29	25.0
dual_1837	amp_9656	92.59	29	25.0
dual_1837	amp_9659	92.59	29	25.0
dual_1837	amp_9662	92.59	29	25.0
dual_1837	amp_9665	92.59	29	25.0
dual_1837	amp_9668	96.3	28	26.0
dual_1837	amp_9669	92.59	29	25.0
dual_1838	amp_9339	92.59	29	25.0
dual_1838	amp_9354	92.59	29	25.0
dual_1838	amp_9357	92.59	29	25.0
dual_1838	amp_9360	92.59	29	25.0
dual_1838	amp_9363	92.59	29	25.0
dual_1838	amp_9366	92.59	29	25.0
dual_1838	amp_9368	92.59	29	25.0
dual_1838	amp_9369	96.3	28	26.0
dual_1838	amp_9370	92.59	29	25.0
dual_1838	amp_9399	92.59	29	25.0
dual_1838	amp_9429	92.59	29	25.0
dual_1838	amp_9459	92.59	29	25.0
dual_1838	amp_9474	92.59	29	25.0
dual_1838	amp_9477	92.59	29	25.0
dual_1838	amp_9480	92.59	29	25.0
dual_1838	amp_9483	92.59	29	25.0
dual_1838	amp_9486	92.59	29	25.0
dual_1838	amp_9488	92.59	29	25.0
dual_1838	amp_9489	96.3	28	26.0
dual_1838	amp_9490	92.59	29	25.0
dual_1838	amp_9519	92.59	29	25.0
dual_1838	amp_9549	92.59	29	25.0
dual_1838	amp_9564	92.59	29	25.0
dual_1838	amp_9567	92.59	29	25.0
dual_1838	amp_9570	92.59	29	25.0
dual_1838	amp_9573	92.59	29	25.0
dual_1838	amp_9576	92.59	29	25.0
dual_1838	amp_9578	92.59	29	25.0
dual_1838	amp_9579	96.3	28	26.0
dual_1838	amp_9580	92.59	29	25.0
dual_1838	amp_9582	92.59	29	25.0
dual_1838	amp_9585	92.59	29	25.0
dual_1838	amp_9588	92.59	29	25.0
dual_1838	amp_9591	92.59	29	25.0
dual_1838	amp_9593	92.59	29	25.0
dual_1838	amp_9594	96.3	28	26.0
dual_1838	amp_9595	92.59	29	25.0
dual_1838	amp_9596	92.59	29	25.0
dual_1838	amp_9597	96.3	28	26.0
dual_1838	amp_9598	92.59	29	25.0
dual_1838	amp_9599	92.59	29	25.0
dual_1838	amp_9600	96.3	28	26.0
dual_1838	amp_9601	92.59	29	25.0
dual_1838	amp_9602	92.59	29	25.0
dual_1838	amp_9603	96.3	28	26.0
dual_1838	amp_9604	92.59	29	25.0
dual_1838	amp_9605	92.59	29	25.0
dual_1838	amp_9606	96.3	28	26.0
dual_1838	amp_9607	92.59	29	25.0
dual_1838	amp_9608	96.3	28	26.0
dual_1838	amp_9609	100.0	27	27.0
dual_1838	amp_9610	96.3	28	26.0
dual_1838	amp_9624	92.59	29	25.0
dual_1838	amp_9627	92.59	29	25.0
dual_1838	amp_9630	92.59	29	25.0
dual_1838	amp_9633	92.59	29	25.0
dual_1838	amp_9636	92.59	29	25.0
dual_1838	amp_9638	92.59	29	25.0
dual_1838	amp_9639	96.3	28	26.0
dual_1838	amp_9640	92.59	29	25.0
dual_1838	amp_9654	92.59	29	25.0
dual_1838	amp_9657	92.59	29	25.0
dual_1838	amp_9660	92.59	29	25.0
dual_1838	amp_9663	92.59	29	25.0
dual_1838	amp_9666	92.59	29	25.0
dual_1838	amp_9668	92.59	29	25.0
dual_1838	amp_9669	96.3	28	26.0
dual_1839	amp_9340	92.59	29	25.0
dual_1839	amp_9355	92.59	29	25.0
dual_1839	amp_9358	92.59	29	25.0
dual_1839	amp_9361	92.59	29	25.0
dual_1839	amp_9364	92.59	29	25.0
dual_1839	amp_9367	92.59	29	25.0
dual_1839	amp_9368	92.59	29	25.0
dual_1839	amp_9369	92.59	29	25.0
dual_1839	amp_9370	96.3	28	26.0
dual_1839	amp_9400	92.59	29	25.0
dual_1839	amp_9430	92.59	29	25.0
dual_1839	amp_9460	92.59	29	25.0
dual_1839	amp_9475	92.59	29	25.0
dual_1839	amp_9478	92.59	29	25.0
dual_1839	amp_9481	92.59	29	25.0
dual_1839	amp_9484	92.59	29	25.0
dual_1839	amp_9487	92.59	29	25.0
dual_1839	amp_9488	92.59	29	25.0
dual_1839	amp_9489	92.59	29	25.0
dual_1839	amp_9490	96.3	28	26.0
dual_1839	amp_9520	92.59	29	25.0
dual_1839	amp_9550	92.59	29	25.0
dual_1839	amp_9565	92.59	29	25.0
dual_1839	amp_9568	92.59	29	25.0
dual_1839	amp_9571	92.59	29	25.0
dual_1839	amp_9574	92.59	29	25.0
dual_1839	amp_9577	92.59	29	25.0
dual_1839	amp_9578	92.59	29	25.0
dual_1839	amp_9579	92.59	29	25.0
dual_1839	amp_9580	96.3	28	26.0
dual_1839	amp_9583	92.59	29	25.0
dual_1839	amp_9586	92.59	29	25.0
dual_1839	amp_9589	92.59	29	25.0
dual_1839	amp_9592	92.59	29	25.0
dual_1839	amp_9593	92.59	29	25.0
dual_1839	amp_9594	92.59	29	25.0
dual_1839	amp_9595	96.3	28	26.0
dual_1839	amp_9596	92.59	29	25.0
dual_1839	amp_9597	92.59	29	25.0
dual_1839	amp_9598	96.3	28	26.0
dual_1839	amp_9599	92.59	29	25.0
dual_1839	amp_9600	92.59	29	25.0
dual_1839	amp_9601	96.3	28	26.0
dual_1839	amp_9602	92.59	29	25.0
dual_1839	amp_9603	92.59	29	25.0
dual_1839	amp_9604	96.3	28	26.0
dual_1839	amp_9605	92.59	29	25.0
dual_1839	amp_9606	92.59	29	25.0
dual_1839	amp_9607	96.3	28	26.0
dual_1839	amp_9608	96.3	28	26.0
dual_1839	amp_9609	96.3	28	26.0
dual_1839	amp_9610	100.0	27	27.0
dual_1839	amp_9625	92.59	29	25.0
dual_1839	amp_9628	92.59	29	25.0
dual_1839	amp_9631	92.59	29	25.0
dual_1839	amp_9634	92.59	29	25.0
dual_1839	amp_9637	92.59	29	25.0
dual_1839	amp_9638	92.59	29	25.0
dual_1839	amp_9639	92.59	29	25.0
dual_1839	amp_9640	96.3	28	26.0
dual_1839	amp_9655	92.59	29	25.0
dual_1839	amp_9658	92.59	29	25.0
dual_1839	amp_9661	92.59	29	25.0
dual_1839	amp_9664	92.59	29	25.0
dual_1839	amp_9667	92.59	29	25.0
dual_1839	amp_9668	92.59	29	25.0
dual_1839	amp_9669	92.59	29	25.0
dual_1840	amp_9341	92.59	29	25.0
dual_1840	amp_9371	96.3	28	26.0
dual_1840	amp_9372	92.59	29	25.0
dual_1840	amp_9373	92.59	29	25.0
dual_1840	amp_9374	92.59	29	25.0
dual_1840	amp_9377	92.59	29	25.0
dual_1840	amp_9380	92.59	29	25.0
dual_1840	amp_9383	92.59	29	25.0
dual_1840	amp_9386	92.59	29	25.0
dual_1840	amp_9401	92.59	29	25.0
dual_1840	amp_9431	92.59	29	25.0
dual_1840	amp_9461	92.59	29	25.0
dual_1840	amp_9491	96.3	28	26.0
dual_1840	amp_9492	92.59	29	25.0
dual_1840	amp_9493	92.59	29	25.0
dual_1840	amp_9494	92.59	29	25.0
dual_1840	amp_9497	92.59	29	25.0
dual_1840	amp_9500	92.59	29	25.0
dual_1840	amp_9503	92.59	29	25.0
dual_1840	amp_9506	92.59	29	25.0
dual_1840	amp_9521	92.59	29	25.0
dual_1840	amp_9551	96.3	28	26.0
dual_1840	amp_9552	92.59	29	25.0
dual_1840	amp_9553	92.59	29	25.0
dual_1840	amp_9554	92.59	29	25.0
dual_1840	amp_9557	92.59	29	25.0
dual_1840	amp_9560	92.59	29	25.0
dual_1840	amp_9563	92.59	29	25.0
dual_1840	amp_9566	92.59	29	25.0
dual_1840	amp_9581	96.3	28	26.0
dual_1840	amp_9582	92.59	29	25.0
dual_1840	amp_9583	92.59	29	25.0
dual_1840	amp_9584	92.59	29	25.0
dual_1840	amp_9587	92.59	29	25.0
dual_1840	amp_9590	92.59	29	25.0
dual_1840	amp_9593	92.59	29	25.0
dual_1840	amp_9596	92.59	29	25.0
dual_1840	amp_9611	100.0	27	27.0
dual_1840	amp_9612	96.3	28	26.0
dual_1840	amp_9613	96.3	28	26.0
dual_1840	amp_9614	96.3	28	26.0
dual_1840	amp_9615	92.59	29	25.0
dual_1840	amp_9616	92.59	29	25.0
dual_1840	amp_9617	96.3	28	26.0
dual_1840	amp_9618	92.59	29	25.0
dual_1840	amp_9619	92.59	29	25.0
dual_1840	amp_9620	96.3	28	26.0
dual_1840	amp_9621	92.59	29	25.0
dual_1840	amp_9622	92.59	29	25.0
dual_1840	amp_9623	96.3	28	26.0
dual_1840	amp_9624	92.59	29	25.0
dual_1840	amp_9625	92.59	29	25.0
dual_1840	amp_9626	96.3	28	26.0
dual_1840	amp_9627	92.59	29	25.0
dual_1840	amp_9628	92.59	29	25.0
dual_1840	amp_9629	92.59	29	25.0
dual_1840	amp_9632	92.59	29	25.0
dual_1840	amp_9635	92.59	29	25.0
dual_1840	amp_9638	92.59	29	25.0
dual_1840	amp_9641	96.3	28	26.0
dual_1840	amp_9642	92.59	29	25.0
dual_1840	amp_9643	92.59	29	25.0
dual_1840	amp_9644	92.59	29	25.0
dual_1840	amp_9647	92.59	29	25.0
dual_1840	amp_9650	92.59	29	25.0
dual_1840	amp_9653	92.59	29	25.0
dual_1840	amp_9656	92.59	29	25.0
dual_1841	amp_9312	92.59	29	25.0
dual_1841	amp_9342	92.59	29	25.0
dual_1841	amp_9371	92.59	29	25.0
dual_1841	amp_9372	96.3	28	26.0
dual_1841	amp_9373	92.59	29	25.0
dual_1841	amp_9375	92.59	29	25.0
dual_1841	amp_9378	92.59	29	25.0
dual_1841	amp_9381	92.59	29	25.0
dual_1841	amp_9384	92.59	29	25.0
dual_1841	amp_9387	92.59	29	25.0
dual_1841	amp_9402	92.59	29	25.0
dual_1841	amp_9432	92.59	29	25.0
dual_1841	amp_9462	92.59	29	25.0
dual_1841	amp_9491	92.59	29	25.0
dual_1841	amp_9492	96.3	28	26.0
dual_1841	amp_9493	92.59	29	25.0
dual_1841	amp_9495	92.59	29	25.0
dual_1841	amp_9498	92.59	29	25.0
dual_1841	amp_9501	92.59	29	25.0
dual_1841	amp_9504	92.59	29	25.0
dual_1841	amp_9507	92.59	29	25.0
dual_1841	amp_9522	92.59	29	25.0
dual_1841	amp_9551	92.59	29	25.0
dual_1841	amp_9552	96.3	28	26.0
dual_1841	amp_9553	92.59	29	25.0
dual_1841	amp_9555	92.59	29	25.0
dual_1841	amp_9558	92.59	29	25.0
dual_1841	amp_9561	92.59	29	25.0
dual_1841	amp_9564	92.59	29	25.0
dual_1841	amp_9567	92.59	29	25.0
dual_1841	amp_9581	92.59	29	25.0
dual_1841	amp_9582	96.3	28	26.0
dual_1841	amp_9583	92.59	29	25.0
dual_1841	amp_9585	92.59	29	25.0
dual_1841	amp_9588	92.59	29	25.0
dual_1841	amp_9591	92.59	29	25.0
dual_1841	amp_9594	92.59	29	25.0
dual_1841	amp_9597	92.59	29	25.0
dual_1841	amp_9611	96.3	28	26.0
dual_1841	amp_9612	100.0	27	27.0
dual_1841	amp_9613	96.3	28	26.0
dual_1841	amp_9614	92.59	29	25.0
dual_1841	amp_9615	96.3	28	26.0
dual_1841	amp_9616	92.59	29	25.0
dual_1841	amp_9617	92.59	29	25.0
dual_1841	amp_9618	96.3	28	26.0
dual_1841	amp_9619	92.59	29	25.0
dual_1841	amp_9620	92.59	29	25.0
dual_1841	amp_9621	96.3	28	26.0
dual_1841	amp_9622	92.59	29	25.0
dual_1841	amp_9623	92.59	29	25.0
dual_1841	amp_9624	96.3	28	26.0
dual_1841	amp_9625	92.59	29	25.0
dual_1841	amp_9626	92.59	29	25.0
dual_1841	amp_9627	96.3	28	26.0
dual_1841	amp_9628	92.59	29	25.0
dual_1841	amp_9630	92.59	29	25.0
dual_1841	amp_9633	92.59	29	25.0
dual_1841	amp_9636	92.59	29	25.0
dual_1841	amp_9639	92.59	29	25.0
dual_1841	amp_9641	92.59	29	25.0
dual_1841	amp_9642	96.3	28	26.0
dual_1841	amp_9643	92.59	29	25.0
dual_1841	amp_9645	92.59	29	25.0
dual_1841	amp_9648	92.59	29	25.0
dual_1841	amp_9651	92.59	29	25.0
dual_1841	amp_9654	92.59	29	25.0
dual_1841	amp_9657	92.59	29	25.0
dual_1842	amp_9313	92.59	29	25.0
dual_1842	amp_9343	92.59	29	25.0
dual_1842	amp_9371	92.59	29	25.0
dual_1842	amp_9372	92.59	29	25.0
dual_1842	amp_9373	96.3	28	26.0
dual_1842	amp_9376	92.59	29	25.0
dual_1842	amp_9379	92.59	29	25.0
dual_1842	amp_9382	92.59	29	25.0
dual_1842	amp_9385	92.59	29	25.0
dual_1842	amp_9388	92.59	29	25.0
dual_1842	amp_9403	92.59	29	25.0
dual_1842	amp_9433	92.59	29	25.0
dual_1842	amp_9463	92.59	29	25.0
dual_1842	amp_9491	92.59	29	25.0
dual_1842	amp_9492	92.59	29	25.0
dual_1842	amp_9493	96.3	28	26.0
dual_1842	amp_9496	92.59	29	25.0
dual_1842	amp_9499	92.59	29	25.0
dual_1842	amp_9502	92.59	29	25.0
dual_1842	amp_9505	92.59	29	25.0
dual_1842	amp_9508	92.59	29	25.0
dual_1842	amp_9523	92.59	29	25.0
dual_1842	amp_9551	92.59	29	25.0
dual_1842	amp_9552	92.59	29	25.0
dual_1842	amp_9553	96.3	28	26.0
dual_1842	amp_9556	92.59	29	25.0
dual_1842	amp_9559	92.59	29	25.0
dual_1842	amp_9562	92.59	29	25.0
dual_1842	amp_9565	92.59	29	25.0
dual_1842	amp_9568	92.59	29	25.0
dual_1842	amp_9581	92.59	29	25.0
dual_1842	amp_9582	92.59	29	25.0
dual_1842	amp_9583	96.3	28	26.0
dual_1842	amp_9586	92.59	29	25.0
dual_1842	amp_9589	92.59	29	25.0
dual_1842	amp_9592	92.59	29	25.0
dual_1842	amp_9595	92.59	29	25.0
dual_1842	amp_9598	92.59	29	25.0
dual_1842	amp_9611	96.3	28	26.0
dual_1842	amp_9612	96.3	28	26.0
dual_1842	amp_9613	100.0	27	27.0
dual_1842	amp_9614	92.59	29	25.0
dual_1842	amp_9615	92.59	29	25.0
dual_1842	amp_9616	96.3	28	26.0
dual_1842	amp_9617	92.59	29	25.0
dual_1842	amp_9618	92.59	29	25.0
dual_1842	amp_9619	96.3	28	26.0
dual_1842	amp_9620	92.59	29	25.0
dual_1842	amp_9621	92.59	29	25.0
dual_1842	amp_9622	96.3	28	26.0
dual_1842	amp_9623	92.59	29	25.0
dual_1842	amp_9624	92.59	29	25.0
dual_1842	amp_9625	96.3	28	26.0
dual_1842	amp_9626	92.59	29	25.0
dual_1842	amp_9627	92.59	29	25.0
dual_1842	amp_9628	96.3	28	26.0
dual_1842	amp_9631	92.59	29	25.0
dual_1842	amp_9634	92.59	29	25.0
dual_1842	amp_9637	92.59	29	25.0
dual_1842	amp_9640	92.59	29	25.0
dual_1842	amp_9641	92.59	29	25.0
dual_1842	amp_9642	92.59	29	25.0
dual_1842	amp_9643	96.3	28	26.0
dual_1842	amp_9646	92.59	29	25.0
dual_1842	amp_9649	92.59	29	25.0
dual_1842	amp_9652	92.59	29	25.0
dual_1842	amp_9655	92.59	29	25.0
dual_1842	amp_9658	92.59	29	25.0
dual_1843	amp_9314	92.59	29	25.0
dual_1843	amp_9344	92.59	29	25.0
dual_1843	amp_9371	92.59	29	25.0
dual_1843	amp_9374	96.3	28	26.0
dual_1843	amp_9375	92.59	29	25.0
dual_1843	amp_9376	92.59	29	25.0
dual_1843	amp_9377	92.59	29	25.0
dual_1843	amp_9380	92.59	29	25.0
dual_1843	amp_9383	92.59	29	25.0
dual_1843	amp_9389	92.59	29	25.0
dual_1843	amp_9404	92.59	29	25.0
dual_1843	amp_9434	92.59	29	25.0
dual_1843	amp_9464	92.59	29	25.0
dual_1843	amp_9491	92.59	29	25.0
dual_1843	amp_9494	96.3	28	26.0
dual_1843	amp_9495	92.59	29	25.0
dual_1843	amp_9496	92.59	29	25.0
dual_1843	amp_9497	92.59	29	25.0
dual_1843	amp_9500	92.59	29	25.0
dual_1843	amp_9503	92.59	29	25.0
dual_1843	amp_9509	92.59	29	25.0
dual_1843	amp_9524	92.59	29	25.0
dual_1843	amp_9551	92.59	29	25.0
dual_1843	amp_9554	96.3	28	26.0
dual_1843	amp_9555	92.59	29	25.0
dual_1843	amp_9556	92.59	29	25.0
dual_1843	amp_9557	92.59	29	25.0
dual_1843	amp_9560	92.59	29	25.0
dual_1843	amp_9563	92.59	29	25.0
dual_1843	amp_9569	92.59	29	25.0
dual_1843	amp_9581	92.59	29	25.0
dual_1843	amp_9584	96.3	28	26.0
dual_1843	amp_9585	92.59	29	25.0
dual_1843	amp_9586	92.59	29	25.0
dual_1843	amp_9587	92.59	29	25.0
dual_1843	amp_9590	92.59	29	25.0
dual_1843	amp_9593	92.59	29	25.0
dual_1843	amp_9599	92.59	29	25.0
dual_1843	amp_9611	96.3	28	26.0
dual_1843	amp_9612	92.59	29	25.0
dual_1843	amp_9613	92.59	29	25.0
dual_1843	amp_9614	100.0	27	27.0
dual_1843	amp_9615	96.3	28	26.0
dual_1843	amp_9616	96.3	28	26.0
dual_1843	amp_9617	96.3	28	26.0
dual_1843	amp_9618	92.59	29	25.0
dual_1843	amp_9619	92.59	29	25.0
dual_1843	amp_9620	96.3	28	26.0
dual_1843	amp_9621	92.59	29	25.0
dual_1843	amp_9622	92.59	29	25.0
dual_1843	amp_9623	96.3	28	26.0
dual_1843	amp_9624	92.59	29	25.0
dual_1843	amp_9625	92.59	29	25.0
dual_1843	amp_9626	92.59	29	25.0
dual_1843	amp_9629	96.3	28	26.0
dual_1843	amp_9630	92.59	29	25.0
dual_1843	amp_9631	92.59	29	25.0
dual_1843	amp_9632	92.59	29	25.0
dual_1843	amp_9635	92.59	29	25.0
dual_1843	amp_9638	92.59	29	25.0
dual_1843	amp_9641	92.59	29	25.0
dual_1843	amp_9644	96.3	28	26.0
dual_1843	amp_9645	92.59	29	25.0
dual_1843	amp_9646	92.59	29	25.0
dual_1843	amp_9647	92.59	29	25.0
dual_1843	amp_9650	92.59	29	25.0
dual_1843	amp_9653	92.59	29	25.0
dual_1843	amp_9659	92.59	29	25.0
dual_1844	amp_9315	92.59	29	25.0
dual_1844	amp_9345	92.59	29	25.0
dual_1844	amp_9372	92.59	29	25.0
dual_1844	amp_9374	92.59	29	25.0
dual_1844	amp_9375	96.3	28	26.0
dual_1844	amp_9376	92.59	29	25.0
dual_1844	amp_9378	92.59	29	25.0
dual_1844	amp_9381	92.59	29	25.0
dual_1844	amp_9384	92.59	29	25.0
dual_1844	amp_9390	92.59	29	25.0
dual_1844	amp_9405	92.59	29	25.0
dual_1844	amp_9435	92.59	29	25.0
dual_1844	amp_9465	92.59	29	25.0
dual_1844	amp_9492	92.59	29	25.0
dual_1844	amp_9494	92.59	29	25.0
dual_1844	amp_9495	96.3	28	26.0
dual_1844	amp_9496	92.59	29	25.0
dual_1844	amp_9498	92.59	29	25.0
dual_1844	amp_9501	92.59	29	25.0
dual_1844	amp_9504	92.59	29	25.0
dual_1844	amp_9510	92.59	29	25.0
dual_1844	amp_9525	92.59	29	25.0
dual_1844	amp_9552	92.59	29	25.0
dual_1844	amp_9554	92.59	29	25.0
dual_1844	amp_9555	96.3	28	26.0
dual_1844	amp_9556	92.59	29	25.0
dual_1844	amp_9558	92.59	29	25.0
dual_1844	amp_9561	92.59	29	25.0
dual_1844	amp_9564	92.59	29	25.0
dual_1844	amp_9570	92.59	29	25.0
dual_1844	amp_9582	92.59	29	25.0
dual_1844	amp_9584	92.59	29	25.0
